City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
294,Dinguiraye,GN,2021-04-25 23:48:15,11.3,-10.7167,82.9,44,71,0.89
295,Kaitong,CN,2021-04-25 23:48:16,44.8135,123.15,58.55,20,100,13.89
296,Bata,GQ,2021-04-25 23:48:16,1.8639,9.7658,79.39,83,64,5.93
297,Nemuro,JP,2021-04-25 23:40:03,43.3236,145.575,33.94,57,15,19.08
298,Riviere-Au-Renard,CA,2021-04-25 23:48:17,48.9957,-64.3971,41.0,81,90,6.91
299,Lorengau,PG,2021-04-25 23:39:01,-2.0226,147.2712,84.43,67,64,4.12
300,Plettenberg Bay,ZA,2021-04-25 23:48:17,-34.0527,23.3716,64.81,70,100,5.1
301,Lampitak,PH,2021-04-25 23:48:17,6.4322,125.0525,74.61,77,63,1.7
302,Ribeira Grande,PT,2021-04-25 23:48:18,38.5167,-28.7,57.2,82,20,6.91
303,Gurlan,UZ,2021-04-25 23:48:18,41.8447,60.3919,62.6,31,0,9.22
304,Airai,TL,2021-04-25 23:48:19,-8.9266,125.4092,65.52,56,25,2.42
305,Lyndon,US,2021-04-25 23:48:19,38.2567,-85.6016,66.2,42,1,5.57
306,Corning,US,2021-04-25 23:48:19,42.1428,-77.0547,53.6,47,20,13.8
307,Pevek,RU,2021-04-25 23:44:01,69.7008,170.3133,22.55,89,100,8.81
308,Meulaboh,ID,2021-04-25 23:38:33,4.1363,96.1285,76.84,84,88,2.15
309,Sohag,EG,2021-04-25 23:48:20,26.557,31.6948,82.4,21,0,13.8
310,Nelson,NZ,2021-04-25 23:48:21,-41.2833,173.2833,57.99,68,33,3.0
311,Xining,CN,2021-04-25 23:48:21,36.6167,101.7667,39.52,79,13,4.41
312,Ngaoundere,CM,2021-04-25 23:48:21,7.3167,13.5833,66.22,68,50,0.92
313,Zemio,CF,2021-04-25 23:48:22,5.0314,25.1361,68.38,98,99,1.57
314,Hasaki,JP,2021-04-25 23:48:22,35.7333,140.8333,53.01,37,20,18.41
315,Eureka,US,2021-04-25 23:43:53,40.8021,-124.1637,55.0,74,86,8.01
316,Cherskiy,RU,2021-04-25 23:48:23,68.75,161.3,17.47,83,96,6.04
317,Gijon,ES,2021-04-25 23:45:38,43.5357,-5.6615,57.99,90,100,4.83
318,San Jose,US,2021-04-25 23:41:15,37.3394,-121.895,57.99,67,75,9.22
319,Artsyz,UA,2021-04-25 23:48:23,45.9919,29.4182,43.92,68,80,9.8
320,Bathsheba,BB,2021-04-25 23:47:49,13.2167,-59.5167,78.8,61,20,14.97
321,Ust-Tarka,RU,2021-04-25 23:48:24,55.5672,75.705,41.67,55,97,11.92
322,Hamilton,US,2021-04-25 23:48:24,39.1834,-84.5333,62.6,29,1,6.91
323,Leshukonskoye,RU,2021-04-25 23:48:25,64.8989,45.7622,39.52,94,100,5.08
324,La Ronge,CA,2021-04-25 23:39:57,55.1001,-105.2842,37.4,41,100,13.8
325,Nisia Floresta,BR,2021-04-25 23:44:48,-6.0911,-35.2086,80.6,78,20,8.05
326,Maridi,SS,2021-04-25 23:48:25,4.9158,29.4742,67.01,95,100,4.54
327,Uyuni,BO,2021-04-25 23:48:00,-20.4597,-66.825,43.66,16,0,12.48
328,Viedma,AR,2021-04-25 23:41:51,-40.8135,-62.9967,55.8,72,9,9.55
329,Sabang,ID,2021-04-25 23:47:56,5.8933,95.3214,83.1,71,98,10.8
330,Kyren,RU,2021-04-25 23:48:26,51.6828,102.1408,33.1,83,84,1.52
331,Vila Franca Do Campo,PT,2021-04-25 23:43:15,37.7167,-25.4333,59.0,77,40,10.36
332,Madimba,TZ,2021-04-25 23:48:27,-10.4,40.3333,73.4,94,90,6.91
333,Ixtapa,MX,2021-04-25 23:45:56,20.7,-105.2,82.4,69,75,12.66
334,Yarkovo,RU,2021-04-25 23:48:27,57.4028,67.0786,43.11,85,85,3.89
335,Ahipara,NZ,2021-04-25 23:44:05,-35.1667,173.1667,62.62,76,59,8.7
336,Bubaque,GW,2021-04-25 23:38:48,11.2833,-15.8333,77.97,69,27,21.41
337,Kapra,IN,2021-04-25 23:48:28,17.4846,78.561,80.01,65,40,3.44
338,Hami,CN,2021-04-25 23:48:28,42.8,93.45,41.34,17,82,6.62
339,Eidfjord,NO,2021-04-25 23:48:29,60.4675,7.0719,8.01,82,46,6.2
340,Talcahuano,CL,2021-04-25 23:48:29,-36.7167,-73.1167,59.0,88,0,12.66
341,Kadom,RU,2021-04-25 23:48:30,54.5592,42.4675,33.85,76,4,12.21
342,Klaksvik,FO,2021-04-25 23:45:48,62.2266,-6.589,44.6,100,100,9.22
343,Cabedelo,BR,2021-04-25 23:48:30,-6.9811,-34.8339,77.0,94,0,5.75
344,Ferrol,ES,2021-04-25 23:48:31,43.4832,-8.2369,57.0,92,99,3.47
345,Susa,TN,2021-04-25 23:48:31,35.8254,10.637,64.0,82,0,13.8
346,Port Blair,IN,2021-04-25 23:46:34,11.6667,92.75,81.12,75,94,3.38
347,Kondagaon,IN,2021-04-25 23:48:32,19.6,81.6667,74.46,31,10,0.36
348,Port-Gentil,GA,2021-04-25 23:44:06,-0.7193,8.7815,81.93,80,1,10.2
349,Gohpur,IN,2021-04-25 23:48:32,26.8833,93.6333,74.26,41,1,4.09
350,Chalatenango,SV,2021-04-25 23:48:33,14.0333,-88.9333,87.8,65,20,12.66
351,Tokur,RU,2021-04-25 23:48:33,53.1333,132.9,36.0,62,90,4.52
352,Young,UY,2021-04-25 23:48:33,-32.6833,-57.6333,59.0,73,50,1.99
353,Akdepe,TM,2021-04-25 23:48:34,42.0551,59.3788,64.4,27,0,16.11
354,Luanda,AO,2021-04-25 23:45:03,-8.8368,13.2343,80.6,94,40,3.44
355,Pisco,PE,2021-04-25 23:35:00,-13.7,-76.2167,64.99,88,0,6.91
356,Brigantine,US,2021-04-25 23:48:35,39.4101,-74.3646,62.6,51,20,12.66
357,Tres Arroyos,AR,2021-04-25 23:48:35,-38.3739,-60.2798,57.45,74,100,5.35
358,Herat,AF,2021-04-25 23:48:35,34.5,62.0,63.34,23,7,11.59
359,Cervo,ES,2021-04-25 23:48:36,43.6702,-7.4101,55.0,88,100,1.01
360,Urucara,BR,2021-04-25 23:40:18,-2.5364,-57.76,76.32,94,100,1.01
361,Dandong,CN,2021-04-25 23:48:36,40.1292,124.3947,60.39,31,98,4.76
362,Quatre Cocos,MU,2021-04-25 23:48:36,-20.2078,57.7625,77.0,88,75,14.97
363,Satipo,PE,2021-04-25 23:48:37,-11.2522,-74.6386,73.13,89,78,1.95
364,Baisha,CN,2021-04-25 23:48:37,26.5222,110.9311,58.87,97,100,2.08
365,Nanakuli,US,2021-04-25 23:47:33,21.3906,-158.1547,84.2,51,75,14.97
366,Msanga,TZ,2021-04-25 23:48:38,-6.05,36.0333,68.0,94,75,5.75
367,Whitehorse,CA,2021-04-25 23:48:39,60.7161,-135.0538,57.2,19,1,14.97
368,Miraflores,MX,2021-04-25 23:48:39,19.2167,-98.8083,80.6,33,90,19.57
369,Ugoofaaru,MV,2021-04-25 23:48:23,5.6667,73.0,82.67,72,8,3.6
370,Brunswick,US,2021-04-25 23:48:40,41.2381,-81.8418,46.99,67,85,1.99
371,Nurota,UZ,2021-04-25 23:48:40,40.5614,65.6886,55.4,50,11,2.3
372,Liverpool,GB,2021-04-25 23:47:04,53.4106,-2.9779,48.2,71,6,8.05
373,Folkestone,GB,2021-04-25 23:48:41,51.0833,1.1833,42.01,80,15,8.01
374,Ouegoa,NC,2021-04-25 23:48:41,-20.35,164.4333,79.29,69,66,6.26
375,Shakiso,ET,2021-04-25 23:48:42,5.75,38.9167,59.81,96,95,0.63
376,Pontianak,ID,2021-04-25 23:48:42,-0.0333,109.3333,77.0,94,20,3.2
377,Tuatapere,NZ,2021-04-25 23:48:43,-46.1333,167.6833,48.0,90,94,11.01
378,Maceio,BR,2021-04-25 23:46:09,-9.6658,-35.7353,75.2,88,0,3.44
379,Kailua,US,2021-04-25 23:48:43,21.4022,-157.7394,82.4,69,75,14.97
380,Manyana,BW,2021-04-25 23:48:44,-23.4,21.7167,62.78,30,35,3.74
381,Nova Venecia,BR,2021-04-25 23:48:45,-18.7106,-40.4006,72.64,92,19,2.66
382,Verkhniye Tatyshly,RU,2021-04-25 23:48:45,56.2912,55.8575,35.74,78,72,13.44
383,Shelbyville,US,2021-04-25 23:48:46,35.4834,-86.4603,66.2,45,1,6.91
384,Bermeo,ES,2021-04-25 23:48:46,43.4209,-2.7215,59.0,82,0,4.61
385,Villa Carlos Paz,AR,2021-04-25 23:44:23,-31.4241,-64.4978,63.0,76,0,4.61
386,Gillette,US,2021-04-25 23:47:20,44.2911,-105.5022,60.8,41,1,11.5
387,Mestia,GE,2021-04-25 23:48:47,43.0458,42.7278,50.02,99,100,3.85
388,Xapuri,BR,2021-04-25 23:48:47,-10.6517,-68.5044,74.28,97,86,4.97
389,Weiser,US,2021-04-25 23:48:48,44.251,-116.9693,60.8,31,75,4.61
390,Sur,OM,2021-04-25 23:45:14,22.5667,59.5289,83.23,45,10,7.87
391,Praya,CV,2021-04-25 23:44:44,14.9215,-23.5087,71.6,73,75,17.27
392,Sidi Ali,DZ,2021-04-25 23:48:49,36.0998,0.4206,59.04,85,98,19.69
393,Tabou,CI,2021-04-25 23:47:47,4.423,-7.3528,77.04,88,100,3.83
394,Plouzane,FR,2021-04-25 23:48:49,48.3833,-4.6167,46.4,87,0,20.71
395,Korla,CN,2021-04-25 23:42:27,41.7597,86.1469,47.5,25,29,4.21
396,Conakry,GN,2021-04-25 23:48:50,9.538,-13.6773,80.6,83,20,5.73
397,Goderich,CA,2021-04-25 23:47:34,43.7501,-81.7165,35.6,69,27,19.57
398,Lamu,KE,2021-04-25 23:48:51,-2.2717,40.902,80.64,79,90,10.51
399,Temuco,CL,2021-04-25 23:48:51,-38.7333,-72.6,57.2,88,0,4.61
400,Toba,JP,2021-04-25 23:48:52,34.4833,136.85,54.0,49,0,10.0
401,Nabire,ID,2021-04-25 23:48:52,-3.3667,135.4833,77.58,85,100,2.39
402,La Sarre,CA,2021-04-25 23:48:52,48.8002,-79.1996,23.49,79,100,13.38
403,Porto Novo,BJ,2021-04-25 23:45:07,6.4965,2.6036,84.2,74,20,11.5
404,Chernyshevskiy,RU,2021-04-25 23:48:53,63.0128,112.4714,19.27,85,100,12.48
405,Kemijarvi,FI,2021-04-25 23:48:54,66.7131,27.4306,26.17,87,99,10.78
406,Champaign,US,2021-04-25 23:48:54,40.1334,-88.2001,59.0,41,1,8.05
407,Tautira,PF,2021-04-25 23:39:50,-17.7333,-149.15,86.0,66,20,6.91
408,Port-Cartier,CA,2021-04-25 23:48:54,50.0334,-66.8654,41.0,65,75,8.05
409,Nuuk,GL,2021-04-25 23:45:57,64.1835,-51.7216,41.0,75,75,5.75
410,Stephenville,US,2021-04-25 23:48:55,32.2207,-98.2023,84.2,32,1,12.66
411,Moree,AU,2021-04-25 23:48:56,-29.4667,149.85,62.6,63,0,10.36
412,Sterling,US,2021-04-25 23:48:56,39.0062,-77.4286,62.01,55,1,3.44
413,Sinnamary,GF,2021-04-25 23:47:09,5.3833,-52.95,77.77,89,74,11.39
414,Kourou,GF,2021-04-25 23:48:57,5.1552,-52.6478,81.0,83,40,1.14
415,Ewa Beach,US,2021-04-25 23:48:57,21.3156,-158.0072,84.2,51,75,14.97
416,Kahului,US,2021-04-25 23:48:57,20.8947,-156.47,82.4,54,40,23.02
417,Myatlevo,RU,2021-04-25 23:48:58,54.8969,35.6762,32.0,74,13,6.71
418,Vrangel,RU,2021-04-25 23:48:58,42.7297,133.0839,43.38,55,4,2.71
419,Chimbote,PE,2021-04-25 23:39:49,-9.0853,-78.5783,66.79,85,19,7.09
420,Gat,IL,2021-04-25 23:39:50,31.61,34.7642,73.99,49,0,1.14
421,Marathon,US,2021-04-25 23:48:59,44.9,-89.7668,48.2,31,90,5.75
422,Saint-Jean-Port-Joli,CA,2021-04-25 23:48:59,47.2171,-70.2658,46.0,93,100,8.05
423,Galle,LK,2021-04-25 23:45:18,6.0367,80.217,79.43,81,14,2.06
424,Nouadhibou,MR,2021-04-25 23:47:16,20.931,-17.0347,64.4,94,0,12.66
425,Chake Chake,TZ,2021-04-25 23:49:00,-5.2459,39.7666,77.27,87,52,4.99
426,Toamasina,MG,2021-04-25 23:49:01,-18.1667,49.3833,72.99,91,99,8.52
427,Kavieng,PG,2021-04-25 23:49:01,-2.5744,150.7967,82.87,71,99,2.95
428,Buraydah,SA,2021-04-25 23:39:03,26.326,43.975,80.6,39,40,12.66
429,Ayagoz,KZ,2021-04-25 23:40:23,47.9714,80.4392,35.42,52,69,3.24
430,Kayiry,UA,2021-04-25 23:49:02,46.9454,33.7059,45.46,68,100,7.2
431,Petropavlovsk-Kamchatskiy,RU,2021-04-25 23:49:02,53.0452,158.6483,35.6,100,90,8.95
432,Tual,ID,2021-04-25 23:39:35,-5.6667,132.75,83.37,67,99,7.83
433,Usinsk,RU,2021-04-25 23:49:03,65.9939,57.5281,37.65,89,100,7.2
434,Tomatlan,MX,2021-04-25 23:46:31,19.9333,-105.25,84.6,48,72,8.63
435,Samarai,PG,2021-04-25 23:40:07,-10.6167,150.6667,84.6,71,79,12.28
436,Odweyne,SO,2021-04-25 23:49:04,9.4092,45.064,71.4,72,99,7.74
437,Jilin,CN,2021-04-25 23:49:04,43.0,126.0,54.39,26,100,5.59
438,Shibukawa,JP,2021-04-25 23:49:05,36.4833,139.0,53.01,24,2,10.0
439,Cianjur,ID,2021-04-25 23:49:05,-6.8224,107.1393,78.8,89,20,0.92
440,Nyrob,RU,2021-04-25 23:49:06,60.733,56.7202,35.87,93,100,7.54
441,Muhos,FI,2021-04-25 23:49:06,64.808,25.9931,35.6,80,90,13.8
442,Road Town,VG,2021-04-25 23:46:38,18.4167,-64.6167,80.6,69,40,10.36
443,Rio Gallegos,AR,2021-04-25 23:39:14,-51.6226,-69.2181,60.8,39,0,17.27
444,Olinda,BR,2021-04-25 23:47:12,-8.0089,-34.8553,78.8,78,40,10.36
445,Dingle,PH,2021-04-25 23:40:07,10.9995,122.6711,82.51,70,46,3.83
446,Murchison,NZ,2021-04-25 23:49:07,-41.8,172.3333,51.98,71,43,3.42
447,Ust-Kuyga,RU,2021-04-25 23:47:46,70.0167,135.6,30.22,94,98,6.62
448,Baracoa,CU,2021-04-25 23:49:08,20.3467,-74.4958,78.03,83,67,5.23
449,Baruun-Urt,MN,2021-04-25 23:48:11,46.6806,113.2792,51.82,36,35,25.88
450,Suhbaatar,MN,2021-04-25 23:49:09,50.2314,106.2078,37.09,60,100,19.46
451,Yenagoa,NG,2021-04-25 23:49:09,4.9247,6.2642,77.77,86,55,2.28
452,Colares,PT,2021-04-25 23:49:09,38.7992,-9.4469,62.01,87,49,10.36
453,Zhoucheng,CN,2021-04-25 23:49:10,35.9122,116.3117,53.91,91,100,2.98
454,Ayotzintepec,MX,2021-04-25 23:49:10,17.6667,-96.1333,87.62,55,48,5.21
455,Fort Abbas,PK,2021-04-25 23:49:11,29.1925,72.8536,83.5,13,0,8.03
456,Florence,IT,2021-04-25 23:48:01,43.7667,11.25,59.0,54,0,3.44
457,Oistins,BB,2021-04-25 23:49:12,13.0667,-59.5333,78.8,61,20,14.97
458,Neiafu,TO,2021-04-25 23:47:33,-18.65,-173.9833,84.2,70,20,6.91
459,San Vicente,AR,2021-04-25 23:46:49,-26.6167,-54.1333,54.84,95,40,2.68
460,Svetlogorsk,BY,2021-04-25 23:49:12,52.6333,29.7333,31.44,80,47,5.23
461,Monrovia,LR,2021-04-25 23:49:13,6.3005,-10.7969,78.8,94,20,8.52
462,Jinxiang,CN,2021-04-25 23:49:14,27.4327,120.6062,64.27,81,58,6.06
463,Hede,CN,2021-04-25 23:49:14,33.7681,120.2517,58.39,74,57,5.61
464,Rio Bueno,CL,2021-04-25 23:49:14,-40.3167,-72.9667,48.2,93,75,0.87
465,Hofn,IS,2021-04-25 23:49:15,64.2539,-15.2082,43.92,76,99,16.98
466,Westport,US,2021-04-25 23:49:15,41.1415,-73.3579,60.8,55,1,6.91
467,Dharur,IN,2021-04-25 23:49:16,18.8167,76.1167,83.89,24,69,5.82
468,Vila Velha,BR,2021-04-25 23:49:16,-20.3297,-40.2925,78.8,83,20,6.91
469,Abu Dhabi,AE,2021-04-25 23:46:08,24.4667,54.3667,84.2,51,64,1.14
470,Gazanjyk,TM,2021-04-25 23:46:58,39.2446,55.5154,71.74,40,2,2.86
471,Hirara,JP,2021-04-25 23:48:04,24.8,125.2833,73.4,64,20,13.8
472,Batticaloa,LK,2021-04-25 23:49:17,7.7102,81.6924,77.77,80,62,5.21
473,Chumikan,RU,2021-04-25 23:48:26,54.7183,135.315,37.26,73,100,7.9
474,Ishigaki,JP,2021-04-25 23:47:28,24.3448,124.1572,73.4,68,20,13.8
475,Purpe,RU,2021-04-25 23:49:18,64.4803,76.6897,26.01,91,100,12.93
476,Talaya,RU,2021-04-25 23:47:37,61.3833,152.75,9.43,71,94,1.57
477,Mandalgovi,MN,2021-04-25 23:46:02,45.7625,106.2708,29.37,92,61,19.8
478,Grand Gaube,MU,2021-04-25 23:49:19,-20.0064,57.6608,75.0,84,100,8.01
479,Concepcion Del Uruguay,AR,2021-04-25 23:49:19,-32.4825,-58.2372,59.0,73,1,1.99
480,Yaan,NG,2021-04-25 23:49:20,7.3833,8.5667,77.41,74,84,4.68
481,Prijepolje,RS,2021-04-25 23:49:20,43.3719,19.6406,39.2,56,0,1.14
482,Makaryev,RU,2021-04-25 23:49:20,57.8797,43.8069,32.61,97,100,14.85
483,Northam,GB,2021-04-25 23:48:18,51.0333,-4.2167,46.99,78,8,13.0
484,Lanxi,CN,2021-04-25 23:49:21,29.2195,119.477,62.31,91,100,3.36
485,Pudozh,RU,2021-04-25 23:49:21,61.8099,36.5345,40.41,93,99,3.87
486,Cabra,ES,2021-04-25 23:49:22,37.4725,-4.4421,57.99,83,82,1.88
487,Sao Jose Da Coroa Grande,BR,2021-04-25 23:47:11,-8.8978,-35.1478,78.44,84,19,7.43
488,Brownwood,US,2021-04-25 23:49:22,31.7093,-98.9912,86.0,25,1,11.5
489,Sotnikovo,RU,2021-04-25 23:49:23,51.8845,107.4791,39.2,52,75,11.18
490,Gien,FR,2021-04-25 23:49:23,47.6933,2.6309,51.01,47,100,1.99
491,Humaita,BR,2021-04-25 23:49:23,-7.5061,-63.0208,76.77,91,79,1.39
492,Khandyga,RU,2021-04-25 23:49:24,62.6667,135.6,27.25,81,100,5.3
493,Walvis Bay,NA,2021-04-25 23:49:24,-22.9575,14.5053,61.0,92,12,8.93
494,Mahibadhoo,MV,2021-04-25 23:49:25,3.7833,72.9667,82.8,73,8,5.64
495,Mantua,IT,2021-04-25 23:49:25,45.1667,10.7833,57.99,68,100,5.01
496,Nago,JP,2021-04-25 23:49:25,26.5881,127.9761,69.8,88,1,5.75
497,Rasova,RO,2021-04-25 23:49:26,44.25,27.9333,42.01,100,56,8.05
498,Willmar,US,2021-04-25 23:49:26,45.1219,-95.0433,42.8,65,75,16.11
499,Vuktyl,RU,2021-04-25 23:47:04,63.8567,57.3094,40.55,78,100,9.26
500,Oskemen,KZ,2021-04-25 23:49:27,49.9565,82.6119,30.2,64,40,4.47
501,Ramhormoz,IR,2021-04-25 23:49:27,31.28,49.6035,79.95,29,52,5.08
502,Hammerfest,NO,2021-04-25 23:45:59,70.6634,23.6821,32.0,93,75,8.05
503,Minggang,CN,2021-04-25 23:49:28,32.4586,114.0486,54.1,85,100,1.97
504,Senigallia,IT,2021-04-25 23:49:28,43.7093,13.2167,51.01,76,75,2.3
505,Baculin,PH,2021-04-25 23:49:29,7.4525,126.5842,82.31,74,100,3.22
506,Gotha,DE,2021-04-25 23:49:29,50.9482,10.7019,37.4,56,0,4.61
507,Kununurra,AU,2021-04-25 23:49:29,-15.7667,128.7333,80.6,39,99,10.36
508,Meadow Lake,US,2021-04-25 23:47:41,34.8014,-106.5436,84.99,6,75,17.27
509,Mwinilunga,ZM,2021-04-25 23:49:30,-11.7358,24.4293,60.85,89,87,3.58
510,Gamba,GA,2021-04-25 23:40:10,-2.65,10.0,77.74,88,71,2.68
511,Tymovskoye,RU,2021-04-25 23:49:30,50.8456,142.655,34.88,49,36,3.6
512,Agadir,MA,2021-04-25 23:49:01,30.4202,-9.5982,62.6,88,40,4.61
513,Ketchikan,US,2021-04-25 23:48:22,55.3422,-131.6461,60.8,27,1,11.5
514,Yar-Sale,RU,2021-04-25 23:46:37,66.8333,70.8333,32.81,97,100,12.5
515,Havoysund,NO,2021-04-25 23:46:52,70.9963,24.6622,32.0,93,75,8.05
516,Sao Joao Da Barra,BR,2021-04-25 23:38:10,-21.6403,-41.0511,74.61,89,42,6.44
517,Sutysky,UA,2021-04-25 23:49:31,49.0425,28.4173,39.0,90,100,1.01
518,Zeya,RU,2021-04-25 23:49:32,53.75,127.2667,46.98,45,100,5.88
519,Gravdal,NO,2021-04-25 23:49:33,68.1214,13.5031,36.66,62,95,6.85
520,Charters Towers,AU,2021-04-25 23:49:33,-20.1,146.2667,71.1,76,100,10.98
521,Bayji,IQ,2021-04-25 23:47:35,34.9311,43.487,83.84,16,88,10.22
522,Bestobe,KZ,2021-04-25 23:47:52,52.4994,73.0975,44.37,78,13,9.93
523,Lagoa,PT,2021-04-25 23:44:36,39.05,-27.9833,59.14,84,99,11.48
524,Ozinki,RU,2021-04-25 23:49:34,51.1786,49.6769,39.7,57,60,5.66
525,San Quintin,MX,2021-04-25 23:49:34,30.4833,-115.95,62.2,65,67,13.87
526,San Cristobal,VE,2021-04-25 23:43:54,7.7669,-72.225,86.0,62,40,8.05
527,Pokhara,NP,2021-04-25 23:49:35,28.2333,83.9833,68.52,19,0,7.72
528,Gorey,IE,2021-04-25 23:49:35,52.6747,-6.2925,37.99,90,57,7.58
529,Chardara,KZ,2021-04-25 23:49:35,41.2547,67.9692,58.78,41,1,9.42
530,Sudak,UA,2021-04-25 23:49:36,44.85,34.9667,46.44,55,100,7.74
531,Arona,ES,2021-04-25 23:49:36,28.0996,-16.681,66.99,72,40,4.61
532,Urambo,TZ,2021-04-25 23:49:37,-5.0667,32.05,64.58,96,91,3.18
533,Jumla,NP,2021-04-25 23:49:37,29.2747,82.1838,43.68,46,0,4.65
534,The Pas,CA,2021-04-25 23:44:41,53.8251,-101.2541,46.4,34,75,11.5
535,Vinkovci,HR,2021-04-25 23:49:37,45.2883,18.8047,53.6,40,0,11.5
536,Mazamari,PE,2021-04-25 23:49:38,-11.3258,-74.5308,73.27,89,84,1.1
537,Sungaipenuh,ID,2021-04-25 23:49:38,-2.0833,101.3833,65.52,94,79,2.73
538,Surt,LY,2021-04-25 23:49:39,31.2089,16.5887,61.32,84,0,8.1
539,Ilhabela,BR,2021-04-25 23:46:35,-23.7781,-45.3581,71.13,82,72,3.2
540,Santiago Del Estero,AR,2021-04-25 23:49:40,-27.7951,-64.2615,64.4,57,0,6.26
541,Lata,PT,2021-04-25 23:49:40,40.1629,-8.3327,59.0,92,97,3.44
542,Port Augusta,AU,2021-04-25 23:49:41,-32.5,137.7667,59.0,82,1,4.61
543,Rockport,US,2021-04-25 23:49:41,28.0206,-97.0544,78.8,78,1,17.27
544,Challapata,BO,2021-04-25 23:49:42,-18.9,-66.7667,45.0,16,0,3.51
545,Sola,VU,2021-04-25 23:46:15,-13.8833,167.55,86.0,70,40,7.54
546,Murray Bridge,AU,2021-04-25 23:49:42,-35.1167,139.2667,55.99,98,0,2.86
547,Rio Branco,BR,2021-04-25 23:49:43,-9.9747,-67.81,75.2,100,75,2.3
548,Leningradskiy,RU,2021-04-25 23:49:43,69.3833,178.4167,27.52,83,100,1.1
549,Baykit,RU,2021-04-25 23:49:44,61.67,96.37,27.68,78,30,5.08
550,Itacurubi Del Rosario,PY,2021-04-25 23:49:44,-24.5,-56.6833,68.22,76,86,6.42
551,Beni,CD,2021-04-25 23:49:45,0.5,29.4667,62.49,99,99,0.81
552,Mount Gambier,AU,2021-04-25 23:49:45,-37.8333,140.7667,53.6,94,90,5.75
553,Carballo,ES,2021-04-25 23:49:46,43.213,-8.691,57.0,95,89,2.3
554,Lannion,FR,2021-04-25 23:49:46,48.75,-3.4167,46.4,81,75,13.8
555,Nanortalik,GL,2021-04-25 23:49:46,60.1432,-45.2371,39.25,85,100,7.7
556,Tarare,FR,2021-04-25 23:49:47,45.8976,4.4327,59.0,72,100,2.08
557,San Fernando,PH,2021-04-25 23:49:47,15.0286,120.6898,78.8,73,75,2.3
558,Ola,RU,2021-04-25 23:49:47,59.5833,151.2833,21.99,56,32,3.65
559,Simao,CN,2021-04-25 23:49:48,22.7886,100.9748,70.52,65,83,2.55
560,Thap Khlo,TH,2021-04-25 23:49:48,16.16,100.5966,84.0,76,28,4.94
561,Oranjemund,NA,2021-04-25 23:48:09,-28.55,16.4333,62.17,88,100,3.78
562,Ancud,CL,2021-04-25 23:49:49,-41.8697,-73.8203,54.0,94,75,2.3
563,Comodoro Rivadavia,AR,2021-04-25 23:48:19,-45.8667,-67.5,55.4,76,0,1.14
564,Tazovskiy,RU,2021-04-25 23:46:46,67.4667,78.7,16.02,94,68,9.51
565,Linguere,SN,2021-04-25 23:40:18,15.3953,-15.1193,75.07,38,25,14.03
566,Port Lincoln,AU,2021-04-25 23:46:35,-34.7333,135.8667,63.7,68,3,7.61
567,Vanimo,PG,2021-04-25 23:40:16,-2.6741,141.3028,81.07,71,100,1.7
568,Newton,US,2021-04-25 23:47:29,42.337,-71.2092,53.6,71,90,10.36
569,San Juan,AR,2021-04-25 23:46:00,-31.5375,-68.5364,67.33,40,0,8.5
570,Taree,AU,2021-04-25 23:47:27,-31.9,152.4667,66.0,77,6,8.05
571,Lubao,PH,2021-04-25 23:49:51,14.9167,120.55,78.8,73,75,2.3
572,High Level,CA,2021-04-25 23:49:51,58.5169,-117.136,42.8,42,90,10.36
573,Areosa,PT,2021-04-25 23:49:52,41.7178,-8.8571,59.0,94,0,4.61
574,Kasongo-Lunda,CD,2021-04-25 23:46:43,-6.4667,16.8167,70.9,94,67,1.59
575,Rio Cuarto,AR,2021-04-25 23:48:13,-33.1307,-64.3499,55.4,67,0,6.89
576,Aksarka,RU,2021-04-25 23:49:40,66.5606,67.7975,32.88,92,97,10.51
577,Virginia Beach,US,2021-04-25 23:49:53,36.8529,-75.978,62.01,66,77,1.01
578,Mokolo,CM,2021-04-25 23:49:53,10.7398,13.8019,83.66,32,98,3.69
579,Puerto Carreno,CO,2021-04-25 23:49:54,6.189,-67.4859,76.21,83,100,11.68
580,Aquiraz,BR,2021-04-25 23:49:54,-3.9014,-38.3911,80.6,83,0,2.3
581,Awbari,LY,2021-04-25 23:47:51,26.5921,12.7805,74.41,25,0,10.51
582,Prescott,US,2021-04-25 23:44:59,34.54,-112.4685,71.01,13,1,16.11
583,Volokolamsk,RU,2021-04-25 23:49:55,56.0336,35.9694,30.29,87,31,10.51
584,Grindavik,IS,2021-04-25 23:49:55,63.8424,-22.4338,39.2,93,0,13.8
585,Severnoye,RU,2021-04-25 23:49:56,56.3491,78.3619,39.18,73,100,7.43
586,Cuautitlan Izcalli,MX,2021-04-25 23:49:56,19.6469,-99.2467,78.01,33,90,19.57
587,Kakinada,IN,2021-04-25 23:49:57,16.9333,82.2167,77.59,83,59,2.68
588,Maragogi,BR,2021-04-25 23:46:32,-9.0122,-35.2225,78.24,84,22,7.18
589,Kudahuvadhoo,MV,2021-04-25 23:47:29,2.6708,72.8944,82.63,69,11,6.11
590,Lavrentiya,RU,2021-04-25 23:47:19,65.5833,-171.0,31.73,89,85,1.25
591,Bahia Honda,CU,2021-04-25 23:49:58,22.9036,-83.1592,78.48,77,84,3.69
